fen,played_move_uci
r5k1/p4qp1/1p6/1P5p/P2Pb2K/7P/6P1/2Q4R w - - 0 28,c1g5
r5k1/p4qp1/1p6/1P4Qp/P2Pb2K/7P/6P1/7R b - - 1 28,a8f8
5rk1/p4qp1/1p6/1P4Qp/P2Pb2K/7P/6P1/7R w - - 2 29,h1e1
5rk1/p4qp1/1p6/1P4Qp/P2Pb2K/7P/6P1/4R3 b - - 3 29,e4g2
5rk1/p4qp1/1p6/1P4Qp/P2P3K/7P/6b1/4R3 w - - 0 30,e1e7
5rk1/p3Rqp1/1p6/1P4Qp/P2P3K/7P/6b1/8 b - - 1 30,f7f4
5rk1/p3R1p1/1p6/1P4Qp/P2P1q1K/7P/6b1/8 w - - 2 31,h4h5
5rk1/p3R1p1/1p6/1P4QK/P2P1q2/7P/6b1/8 b - - 0 31,g2f3
5rk1/p3R1p1/1p6/1P4QK/P2P1q2/5b1P/8/8 w - - 1 32,h5g6
5rk1/p3R1p1/1p4K1/1P4Q1/P2P1q2/5b1P/8/8 b - - 2 32,f3e4
5rk1/p3R1p1/1p4K1/1P4Q1/P2Pbq2/7P/8/8 w - - 3 33,g6h5
5rk1/p3R1p1/1p6/1P4QK/P2Pbq2/7P/8/8 b - - 4 33,f4f3
5rk1/p3R1p1/1p6/1P4QK/P2Pb3/5q1P/8/8 w - - 5 34,h5h4
5rk1/p3R1p1/1p6/1P4Q1/P2Pb2K/5q1P/8/8 b - - 6 34,f8f4
6k1/p3R1p1/1p6/1P4Q1/P2Pbr1K/5q1P/8/8 w - - 7 35,g5g4
6k1/p3R1p1/1p6/1P6/P2PbrQK/5q1P/8/8 b - - 8 35,f4g4
6k1/p3R1p1/1p6/1P6/P2Pb1rK/5q1P/8/8 w - - 0 36,h3g4
6k1/p3R1p1/1p6/1P6/P2Pb1PK/5q2/8/8 b - - 0 36,f3f4
6k1/p3R1p1/1p6/1P6/P2PbqPK/8/8/8 w - - 1 37,e7e8
4R1k1/p5p1/1p6/1P6/P2PbqPK/8/8/8 b - - 2 37,g8f7
4R3/p4kp1/1p6/1P6/P2PbqPK/8/8/8 w - - 3 38,e8e5
8/p4kp1/1p6/1P2R3/P2PbqPK/8/8/8 b - - 4 38,g7g5
8/p4k2/1p6/1P2R1p1/P2PbqPK/8/8/8 w - - 0 39,h4h3
8/p4k2/1p6/1P2R1p1/P2PbqP1/7K/8/8 b - - 1 39,f4f3
8/p4k2/1p6/1P2R1p1/P2Pb1P1/5q1K/8/8 w - - 2 40,h3h2
8/p4k2/1p6/1P2R1p1/P2Pb1P1/5q2/7K/8 b - - 3 40,f3g2
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d7d5
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,c2c3
rnbqkbnr/ppp1pppp/8/3p4/3P4/2P5/PP2PPPP/RNBQKBNR b KQkq - 0 2,e7e5
rnbqkbnr/ppp2ppp/8/3pp3/3P4/2P5/PP2PPPP/RNBQKBNR w KQkq - 0 3,g1f3
rnbqkbnr/ppp2ppp/8/3pp3/3P4/2P2N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,e5d4
rnbqkbnr/ppp2ppp/8/3p4/3p4/2P2N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,c3d4
rnbqkbnr/ppp2ppp/8/3p4/3P4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 4,g8f6
rnbqkb1r/ppp2ppp/5n2/3p4/3P4/5N2/PP2PPPP/RNBQKB1R w KQkq - 1 5,b1c3
rnbqkb1r/ppp2ppp/5n2/3p4/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 2 5,f6e4
rnbqkb1r/ppp2ppp/8/3p4/3Pn3/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 3 6,g2g4
rnbqkb1r/ppp2ppp/8/3p4/3Pn1P1/2N2N2/PP2PP1P/R1BQKB1R b KQkq - 0 6,f8b4
rnbqk2r/ppp2ppp/8/3p4/1b1Pn1P1/2N2N2/PP2PP1P/R1BQKB1R w KQkq - 1 7,g4g5
rnbqk2r/ppp2ppp/8/3p2P1/1b1Pn3/2N2N2/PP2PP1P/R1BQKB1R b KQkq - 0 7,e4c3
rnbqk2r/ppp2ppp/8/3p2P1/1b1P4/2n2N2/PP2PP1P/R1BQKB1R w KQkq - 0 8,b2c3
rnbqk2r/ppp2ppp/8/3p2P1/1b1P4/2P2N2/P3PP1P/R1BQKB1R b KQkq - 0 8,b4c3
rnbqk2r/ppp2ppp/8/3p2P1/3P4/2b2N2/P3PP1P/R1BQKB1R w KQkq - 0 9,c1d2
rnbqk2r/ppp2ppp/8/3p2P1/3P4/2b2N2/P2BPP1P/R2QKB1R b KQkq - 1 9,c3a1
rnbqk2r/ppp2ppp/8/3p2P1/3P4/5N2/P2BPP1P/b2QKB1R w Kkq - 0 10,d1a1
rnbqk2r/ppp2ppp/8/3p2P1/3P4/5N2/P2BPP1P/Q3KB1R b Kkq - 0 10,b8c6
r1bqk2r/ppp2ppp/2n5/3p2P1/3P4/5N2/P2BPP1P/Q3KB1R w Kkq - 1 11,e2e3
r1bqk2r/ppp2ppp/2n5/3p2P1/3P4/4PN2/P2B1P1P/Q3KB1R b Kkq - 0 11,c8g4
r2qk2r/ppp2ppp/2n5/3p2P1/3P2b1/4PN2/P2B1P1P/Q3KB1R w Kkq - 1 12,f1e2
r2qk2r/ppp2ppp/2n5/3p2P1/3P2b1/4PN2/P2BBP1P/Q3K2R b Kkq - 2 12,e8g8
r2q1rk1/ppp2ppp/2n5/3p2P1/3P2b1/4PN2/P2BBP1P/Q3K2R w K - 3 13,h2h4
r2q1rk1/ppp2ppp/2n5/3p2P1/3P2bP/4PN2/P2BBP2/Q3K2R b K - 0 13,f8e8
r2qr1k1/ppp2ppp/2n5/3p2P1/3P2bP/4PN2/P2BBP2/Q3K2R w K - 1 14,h4h5
r2qr1k1/ppp2ppp/2n5/3p2PP/3P2b1/4PN2/P2BBP2/Q3K2R b K - 0 14,d8d6
r3r1k1/ppp2ppp/2nq4/3p2PP/3P2b1/4PN2/P2BBP2/Q3K2R w K - 1 15,h5h6
r3r1k1/ppp2ppp/2nq3P/3p2P1/3P2b1/4PN2/P2BBP2/Q3K2R b K - 0 15,g7g6
r3r1k1/ppp2p1p/2nq2pP/3p2P1/3P2b1/4PN2/P2BBP2/Q3K2R w K - 0 16,a1c3
r3r1k1/ppp2p1p/2nq2pP/3p2P1/3P2b1/2Q1PN2/P2BBP2/4K2R b K - 1 16,a8b8
1r2r1k1/ppp2p1p/2nq2pP/3p2P1/3P2b1/2Q1PN2/P2BBP2/4K2R w K - 2 17,d2c1
1r2r1k1/ppp2p1p/2nq2pP/3p2P1/3P2b1/2Q1PN2/P3BP2/2B1K2R b K - 3 17,b7b5
1r2r1k1/p1p2p1p/2nq2pP/1p1p2P1/3P2b1/2Q1PN2/P3BP2/2B1K2R w K - 0 18,c1b2
1r2r1k1/p1p2p1p/2nq2pP/1p1p2P1/3P2b1/2Q1PN2/PB2BP2/4K2R b K - 1 18,b5b4
1r2r1k1/p1p2p1p/2nq2pP/3p2P1/1p1P2b1/2Q1PN2/PB2BP2/4K2R w K - 0 19,c3d2
1r2r1k1/p1p2p1p/2nq2pP/3p2P1/1p1P2b1/4PN2/PB1QBP2/4K2R b K - 1 19,a7a5
1r2r1k1/2p2p1p/2nq2pP/p2p2P1/1p1P2b1/4PN2/PB1QBP2/4K2R w K - 0 20,f3e5
1r2r1k1/2p2p1p/2nq2pP/p2pN1P1/1p1P2b1/4P3/PB1QBP2/4K2R b K - 1 20,c6e5
1r2r1k1/2p2p1p/3q2pP/p2pn1P1/1p1P2b1/4P3/PB1QBP2/4K2R w K - 0 21,d4e5
1r2r1k1/2p2p1p/3q2pP/p2pP1P1/1p4b1/4P3/PB1QBP2/4K2R b K - 0 21,d6e6
1r2r1k1/2p2p1p/4q1pP/p2pP1P1/1p4b1/4P3/PB1QBP2/4K2R w K - 1 22,e2g4
1r2r1k1/2p2p1p/4q1pP/p2pP1P1/1p4B1/4P3/PB1Q1P2/4K2R b K - 0 22,e6g4
1r2r1k1/2p2p1p/6pP/p2pP1P1/1p4q1/4P3/PB1Q1P2/4K2R w K - 0 23,d2d5
1r2r1k1/2p2p1p/6pP/p2QP1P1/1p4q1/4P3/PB3P2/4K2R b K - 0 23,g4e6
1r2r1k1/2p2p1p/4q1pP/p2QP1P1/1p6/4P3/PB3P2/4K2R w K - 1 24,d5e4
1r2r1k1/2p2p1p/4q1pP/p3P1P1/1p2Q3/4P3/PB3P2/4K2R b K - 2 24,a5a4
1r2r1k1/2p2p1p/4q1pP/4P1P1/pp2Q3/4P3/PB3P2/4K2R w K - 0 25,e1e2
1r2r1k1/2p2p1p/4q1pP/4P1P1/pp2Q3/4P3/PB2KP2/7R b - - 1 25,e6a2
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e3
rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5
rnbqkbnr/pppp1ppp/8/4p3/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d4
rnbqkbnr/pppp1ppp/8/4p3/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 2,e5d4
rnbqkbnr/pppp1ppp/8/8/3p4/4P3/PPP2PPP/RNBQKBNR w KQkq - 0 3,e3d4
rnbqkbnr/pppp1ppp/8/8/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,d7d5
rnbqkbnr/ppp2ppp/8/3p4/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,c2c3
rnbqkbnr/ppp2ppp/8/3p4/3P4/2P5/PP3PPP/RNBQKBNR b KQkq - 0 4,g8f6
rnbqkb1r/ppp2ppp/5n2/3p4/3P4/2P5/PP3PPP/RNBQKBNR w KQkq - 1 5,g1f3
rnbqkb1r/ppp2ppp/5n2/3p4/3P4/2P2N2/PP3PPP/RNBQKB1R b KQkq - 2 5,f8e7
rnbqk2r/ppp1bppp/5n2/3p4/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 3 6,f1d3
rnbqk2r/ppp1bppp/5n2/3p4/3P4/2PB1N2/PP3PPP/RNBQK2R b KQkq - 4 6,e8g8
rnbq1rk1/ppp1bppp/5n2/3p4/3P4/2PB1N2/PP3PPP/RNBQK2R w KQ - 5 7,e1g1
rnbq1rk1/ppp1bppp/5n2/3p4/3P4/2PB1N2/PP3PPP/RNBQ1RK1 b - - 6 7,c7c6
rnbq1rk1/pp2bppp/2p2n2/3p4/3P4/2PB1N2/PP3PPP/RNBQ1RK1 w - - 0 8,b1d2
rnbq1rk1/pp2bppp/2p2n2/3p4/3P4/2PB1N2/PP1N1PPP/R1BQ1RK1 b - - 1 8,c8g4
rn1q1rk1/pp2bppp/2p2n2/3p4/3P2b1/2PB1N2/PP1N1PPP/R1BQ1RK1 w - - 2 9,f1e1
rn1q1rk1/pp2bppp/2p2n2/3p4/3P2b1/2PB1N2/PP1N1PPP/R1BQR1K1 b - - 3 9,g4h5
rn1q1rk1/pp2bppp/2p2n2/3p3b/3P4/2PB1N2/PP1N1PPP/R1BQR1K1 w - - 4 10,d2f1
rn1q1rk1/pp2bppp/2p2n2/3p3b/3P4/2PB1N2/PP3PPP/R1BQRNK1 b - - 5 10,b8d7
r2q1rk1/pp1nbppp/2p2n2/3p3b/3P4/2PB1N2/PP3PPP/R1BQRNK1 w - - 6 11,f1g3
r2q1rk1/pp1nbppp/2p2n2/3p3b/3P4/2PB1NN1/PP3PPP/R1BQR1K1 b - - 7 11,h5g6
r2q1rk1/pp1nbppp/2p2nb1/3p4/3P4/2PB1NN1/PP3PPP/R1BQR1K1 w - - 8 12,d3g6
r2q1rk1/pp1nbppp/2p2nB1/3p4/3P4/2P2NN1/PP3PPP/R1BQR1K1 b - - 0 12,h7g6
r2q1rk1/pp1nbpp1/2p2np1/3p4/3P4/2P2NN1/PP3PPP/R1BQR1K1 w - - 0 13,c1g5
r2q1rk1/pp1nbpp1/2p2np1/3p2B1/3P4/2P2NN1/PP3PPP/R2QR1K1 b - - 1 13,f8e8
r2qr1k1/pp1nbpp1/2p2np1/3p2B1/3P4/2P2NN1/PP3PPP/R2QR1K1 w - - 2 14,g5f6
r2qr1k1/pp1nbpp1/2p2Bp1/3p4/3P4/2P2NN1/PP3PPP/R2QR1K1 b - - 0 14,d7f6
r2qr1k1/pp2bpp1/2p2np1/3p4/3P4/2P2NN1/PP3PPP/R2QR1K1 w - - 0 15,d1d2
r2qr1k1/pp2bpp1/2p2np1/3p4/3P4/2P2NN1/PP1Q1PPP/R3R1K1 b - - 1 15,e7d6
r2qr1k1/pp3pp1/2pb1np1/3p4/3P4/2P2NN1/PP1Q1PPP/R3R1K1 w - - 2 16,f3e5
r2qr1k1/pp3pp1/2pb1np1/3pN3/3P4/2P3N1/PP1Q1PPP/R3R1K1 b - - 3 16,d8c7
r3r1k1/ppq2pp1/2pb1np1/3pN3/3P4/2P3N1/PP1Q1PPP/R3R1K1 w - - 4 17,e5d3
r3r1k1/ppq2pp1/2pb1np1/3p4/3P4/2PN2N1/PP1Q1PPP/R3R1K1 b - - 5 17,f6e4
r3r1k1/ppq2pp1/2pb2p1/3p4/3Pn3/2PN2N1/PP1Q1PPP/R3R1K1 w - - 6 18,d2c2
r3r1k1/ppq2pp1/2pb2p1/3p4/3Pn3/2PN2N1/PPQ2PPP/R3R1K1 b - - 7 18,e8e7
r5k1/ppq1rpp1/2pb2p1/3p4/3Pn3/2PN2N1/PPQ2PPP/R3R1K1 w - - 8 19,e1e3
r5k1/ppq1rpp1/2pb2p1/3p4/3Pn3/2PNR1N1/PPQ2PPP/R5K1 b - - 9 19,a8e8
4r1k1/ppq1rpp1/2pb2p1/3p4/3Pn3/2PNR1N1/PPQ2PPP/R5K1 w - - 10 20,a1e1
4r1k1/ppq1rpp1/2pb2p1/3p4/3Pn3/2PNR1N1/PPQ2PPP/4R1K1 b - - 11 20,f7f5
4r1k1/ppq1r1p1/2pb2p1/3p1p2/3Pn3/2PNR1N1/PPQ2PPP/4R1K1 w - - 0 21,e3e2
4r1k1/ppq1r1p1/2pb2p1/3p1p2/3Pn3/2PN2N1/PPQ1RPPP/4R1K1 b - - 1 21,f5f4
4r1k1/ppq1r1p1/2pb2p1/3p4/3Pnp2/2PN2N1/PPQ1RPPP/4R1K1 w - - 0 22,g3e4
4r1k1/ppq1r1p1/2pb2p1/3p4/3PNp2/2PN4/PPQ1RPPP/4R1K1 b - - 0 22,d5e4
4r1k1/ppq1r1p1/2pb2p1/8/3Ppp2/2PN4/PPQ1RPPP/4R1K1 w - - 0 23,d3c5
4r1k1/ppq1r1p1/2pb2p1/2N5/3Ppp2/2P5/PPQ1RPPP/4R1K1 b - - 1 23,d6c5
4r1k1/ppq1r1p1/2p3p1/2b5/3Ppp2/2P5/PPQ1RPPP/4R1K1 w - - 0 24,d4c5
4r1k1/ppq1r1p1/2p3p1/2P5/4pp2/2P5/PPQ1RPPP/4R1K1 b - - 0 24,c7e5
4r1k1/pp2r1p1/2p3p1/2P1q3/4pp2/2P5/PPQ1RPPP/4R1K1 w - - 1 25,f2f3
4r1k1/pp2r1p1/2p3p1/2P1q3/4pp2/2P2P2/PPQ1R1PP/4R1K1 b - - 0 25,e5c5
4r1k1/pp2r1p1/2p3p1/2q5/4pp2/2P2P2/PPQ1R1PP/4R1K1 w - - 0 26,g1f1
4r1k1/pp2r1p1/2p3p1/2q5/4pp2/2P2P2/PPQ1R1PP/4RK2 b - - 1 26,e4f3
4r1k1/pp2r1p1/2p3p1/2q5/5p2/2P2p2/PPQ1R1PP/4RK2 w - - 0 27,e2e7
4r1k1/pp2R1p1/2p3p1/2q5/5p2/2P2p2/PPQ3PP/4RK2 b - - 0 27,f3g2
4r1k1/pp2R1p1/2p3p1/2q5/5p2/2P5/PPQ3pP/4RK2 w - - 0 28,c2g2
4r1k1/pp2R1p1/2p3p1/2q5/5p2/2P5/PP4QP/4RK2 b - - 0 28,e8e7
6k1/pp2r1p1/2p3p1/2q5/5p2/2P5/PP4QP/4RK2 w - - 0 29,e1e7
6k1/pp2R1p1/2p3p1/2q5/5p2/2P5/PP4QP/5K2 b - - 0 29,c5e7
6k1/pp2q1p1/2p3p1/8/5p2/2P5/PP4QP/5K2 w - - 0 30,g2g6
6k1/pp2q1p1/2p3Q1/8/5p2/2P5/PP5P/5K2 b - - 0 30,e7f7
6k1/pp3qp1/2p3Q1/8/5p2/2P5/PP5P/5K2 w - - 1 31,g6d6
6k1/pp3qp1/2pQ4/8/5p2/2P5/PP5P/5K2 b - - 2 31,f7a2
6k1/pp4p1/2pQ4/8/5p2/2P5/qP5P/5K2 w - - 0 32,d6d8
3Q2k1/pp4p1/2p5/8/5p2/2P5/qP5P/5K2 b - - 1 32,g8h7
3Q4/pp4pk/2p5/8/5p2/2P5/qP5P/5K2 w - - 2 33,d8h4
8/pp4pk/2p5/8/5p1Q/2P5/qP5P/5K2 b - - 3 33,h7g6
8/pp4p1/2p3k1/8/5p1Q/2P5/qP5P/5K2 w - - 4 34,h4g4
8/pp4p1/2p3k1/8/5pQ1/2P5/qP5P/5K2 b - - 5 34,g6f7
8/pp3kp1/2p5/8/5pQ1/2P5/qP5P/5K2 w - - 6 35,g4f5
8/pp3kp1/2p5/5Q2/5p2/2P5/qP5P/5K2 b - - 7 35,f7e7
8/pp2k1p1/2p5/5Q2/5p2/2P5/qP5P/5K2 w - - 8 36,f5e5
8/pp2k1p1/2p5/4Q3/5p2/2P5/qP5P/5K2 b - - 9 36,a2e6
8/pp2k1p1/2p1q3/4Q3/5p2/2P5/1P5P/5K2 w - - 10 37,e5g7
8/pp2k1Q1/2p1q3/8/5p2/2P5/1P5P/5K2 b - - 0 37,e6f7
8/pp2kqQ1/2p5/8/5p2/2P5/1P5P/5K2 w - - 1 38,g7e5
8/pp2kq2/2p5/4Q3/5p2/2P5/1P5P/5K2 b - - 2 38,e7f8
5k2/pp3q2/2p5/4Q3/5p2/2P5/1P5P/5K2 w - - 3 39,e5f4
5k2/pp3q2/2p5/8/5Q2/2P5/1P5P/5K2 b - - 0 39,f7f4
5k2/pp6/2p5/8/5q2/2P5/1P5P/5K2 w - - 0 40,f1e2
5k2/pp6/2p5/8/5q2/2P5/1P2K2P/8 b - - 1 40,f4h4
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,c7c5
rnbqkbnr/pp1ppppp/8/2p5/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,d4c5
rnbqkbnr/pp1ppppp/8/2P5/8/8/PPP1PPPP/RNBQKBNR b KQkq - 0 2,g8f6
rnbqkb1r/pp1ppppp/5n2/2P5/8/8/PPP1PPPP/RNBQKBNR w KQkq - 1 3,c1e3
rnbqkb1r/pp1ppppp/5n2/2P5/8/4B3/PPP1PPPP/RN1QKBNR b KQkq - 2 3,e7e6
rnbqkb1r/pp1p1ppp/4pn2/2P5/8/4B3/PPP1PPPP/RN1QKBNR w KQkq - 0 4,b1c3
rnbqkb1r/pp1p1ppp/4pn2/2P5/8/2N1B3/PPP1PPPP/R2QKBNR b KQkq - 1 4,b8a6
r1bqkb1r/pp1p1ppp/n3pn2/2P5/8/2N1B3/PPP1PPPP/R2QKBNR w KQkq - 2 5,c3a4
r1bqkb1r/pp1p1ppp/n3pn2/2P5/N7/4B3/PPP1PPPP/R2QKBNR b KQkq - 3 5,f6d5
r1bqkb1r/pp1p1ppp/n3p3/2Pn4/N7/4B3/PPP1PPPP/R2QKBNR w KQkq - 4 6,e3d4
r1bqkb1r/pp1p1ppp/n3p3/2Pn4/N2B4/8/PPP1PPPP/R2QKBNR b KQkq - 5 6,d8c7
r1b1kb1r/ppqp1ppp/n3p3/2Pn4/N2B4/8/PPP1PPPP/R2QKBNR w KQkq - 6 7,e2e4
r1b1kb1r/ppqp1ppp/n3p3/2Pn4/N2BP3/8/PPP2PPP/R2QKBNR b KQkq - 0 7,d5f6
r1b1kb1r/ppqp1ppp/n3pn2/2P5/N2BP3/8/PPP2PPP/R2QKBNR w KQkq - 1 8,f1a6
r1b1kb1r/ppqp1ppp/B3pn2/2P5/N2BP3/8/PPP2PPP/R2QK1NR b KQkq - 0 8,b7a6
r1b1kb1r/p1qp1ppp/p3pn2/2P5/N2BP3/8/PPP2PPP/R2QK1NR w KQkq - 0 9,e4e5
r1b1kb1r/p1qp1ppp/p3pn2/2P1P3/N2B4/8/PPP2PPP/R2QK1NR b KQkq - 0 9,f6e4
r1b1kb1r/p1qp1ppp/p3p3/2P1P3/N2Bn3/8/PPP2PPP/R2QK1NR w KQkq - 1 10,g1f3
r1b1kb1r/p1qp1ppp/p3p3/2P1P3/N2Bn3/5N2/PPP2PPP/R2QK2R b KQkq - 2 10,e4c5
r1b1kb1r/p1qp1ppp/p3p3/2n1P3/N2B4/5N2/PPP2PPP/R2QK2R w KQkq - 0 11,c2c3
r1b1kb1r/p1qp1ppp/p3p3/2n1P3/N2B4/2P2N2/PP3PPP/R2QK2R b KQkq - 0 11,c8b7
r3kb1r/pbqp1ppp/p3p3/2n1P3/N2B4/2P2N2/PP3PPP/R2QK2R w KQkq - 1 12,e1g1
r3kb1r/pbqp1ppp/p3p3/2n1P3/N2B4/2P2N2/PP3PPP/R2Q1RK1 b kq - 2 12,c5a4
r3kb1r/pbqp1ppp/p3p3/4P3/n2B4/2P2N2/PP3PPP/R2Q1RK1 w kq - 0 13,d1a4
r3kb1r/pbqp1ppp/p3p3/4P3/Q2B4/2P2N2/PP3PPP/R4RK1 b kq - 0 13,b7f3
r3kb1r/p1qp1ppp/p3p3/4P3/Q2B4/2P2b2/PP3PPP/R4RK1 w kq - 0 14,g2f3
r3kb1r/p1qp1ppp/p3p3/4P3/Q2B4/2P2P2/PP3P1P/R4RK1 b kq - 0 14,f8c5
r3k2r/p1qp1ppp/p3p3/2b1P3/Q2B4/2P2P2/PP3P1P/R4RK1 w kq - 1 15,a4a6
r3k2r/p1qp1ppp/Q3p3/2b1P3/3B4/2P2P2/PP3P1P/R4RK1 b kq - 0 15,c5b6
r3k2r/p1qp1ppp/Qb2p3/4P3/3B4/2P2P2/PP3P1P/R4RK1 w kq - 1 16,a1d1
r3k2r/p1qp1ppp/Qb2p3/4P3/3B4/2P2P2/PP3P1P/3R1RK1 b kq - 2 16,a8b8
1r2k2r/p1qp1ppp/Qb2p3/4P3/3B4/2P2P2/PP3P1P/3R1RK1 w k - 3 17,a6e2
1r2k2r/p1qp1ppp/1b2p3/4P3/3B4/2P2P2/PP2QP1P/3R1RK1 b k - 4 17,b6d4
1r2k2r/p1qp1ppp/4p3/4P3/3b4/2P2P2/PP2QP1P/3R1RK1 w k - 0 18,c3d4
1r2k2r/p1qp1ppp/4p3/4P3/3P4/5P2/PP2QP1P/3R1RK1 b k - 0 18,e8g8
1r3rk1/p1qp1ppp/4p3/4P3/3P4/5P2/PP2QP1P/3R1RK1 w - - 1 19,b2b3
1r3rk1/p1qp1ppp/4p3/4P3/3P4/1P3P2/P3QP1P/3R1RK1 b - - 0 19,d7d5
1r3rk1/p1q2ppp/4p3/3pP3/3P4/1P3P2/P3QP1P/3R1RK1 w - d6 0 20,d1c1
1r3rk1/p1q2ppp/4p3/3pP3/3P4/1P3P2/P3QP1P/2R2RK1 b - - 1 20,c7e7
1r3rk1/p3qppp/4p3/3pP3/3P4/1P3P2/P3QP1P/2R2RK1 w - - 2 21,e2d2
1r3rk1/p3qppp/4p3/3pP3/3P4/1P3P2/P2Q1P1P/2R2RK1 b - - 3 21,f7f5
1r3rk1/p3q1pp/4p3/3pPp2/3P4/1P3P2/P2Q1P1P/2R2RK1 w - f6 0 22,c1c6
1r3rk1/p3q1pp/2R1p3/3pPp2/3P4/1P3P2/P2Q1P1P/5RK1 b - - 1 22,e7f7
1r3rk1/p4qpp/2R1p3/3pPp2/3P4/1P3P2/P2Q1P1P/5RK1 w - - 2 23,f1c1
1r3rk1/p4qpp/2R1p3/3pPp2/3P4/1P3P2/P2Q1P1P/2R3K1 b - - 3 23,f7g6
1r3rk1/p5pp/2R1p1q1/3pPp2/3P4/1P3P2/P2Q1P1P/2R3K1 w - - 4 24,g1h1
1r3rk1/p5pp/2R1p1q1/3pPp2/3P4/1P3P2/P2Q1P1P/2R4K b - - 5 24,b8e8
4rrk1/p5pp/2R1p1q1/3pPp2/3P4/1P3P2/P2Q1P1P/2R4K w - - 6 25,c1g1
4rrk1/p5pp/2R1p1q1/3pPp2/3P4/1P3P2/P2Q1P1P/6RK b - - 7 25,g6h6
4rrk1/p5pp/2R1p2q/3pPp2/3P4/1P3P2/P2Q1P1P/6RK w - - 8 26,d2h6
4rrk1/p5pp/2R1p2Q/3pPp2/3P4/1P3P2/P4P1P/6RK b - - 0 26,f8f7
4r1k1/p4rpp/2R1p2Q/3pPp2/3P4/1P3P2/P4P1P/6RK w - - 1 27,c6e6
4r1k1/p4rpp/4R2Q/3pPp2/3P4/1P3P2/P4P1P/6RK b - - 0 27,e8f8
5rk1/p4rpp/4R2Q/3pPp2/3P4/1P3P2/P4P1P/6RK w - - 1 28,e6g6
5rk1/p4rpp/6RQ/3pPp2/3P4/1P3P2/P4P1P/6RK b - - 2 28,h7g6
5rk1/p4rp1/6pQ/3pPp2/3P4/1P3P2/P4P1P/6RK w - - 0 29,h6g6
5rk1/p4rp1/6Q1/3pPp2/3P4/1P3P2/P4P1P/6RK b - - 0 29,f5f4
5rk1/p4rp1/6Q1/3pP3/3P1p2/1P3P2/P4P1P/6RK w - - 0 30,e5e6
5rk1/p4rp1/4P1Q1/3p4/3P1p2/1P3P2/P4P1P/6RK b - - 0 30,f7e7
5rk1/p3r1p1/4P1Q1/3p4/3P1p2/1P3P2/P4P1P/6RK w - - 1 31,h2h4
5rk1/p3r1p1/4P1Q1/3p4/3P1p1P/1P3P2/P4P2/6RK b - - 0 31,f8f6
6k1/p3r1p1/4PrQ1/3p4/3P1p1P/1P3P2/P4P2/6RK w - - 1 32,g6f6
6k1/p3r1p1/4PQ2/3p4/3P1p1P/1P3P2/P4P2/6RK b - - 0 32,e7e8
4r1k1/p5p1/4PQ2/3p4/3P1p1P/1P3P2/P4P2/6RK w - - 1 33,e6e7
4r1k1/p3P1p1/5Q2/3p4/3P1p1P/1P3P2/P4P2/6RK b - - 0 33,g8h7
4r3/p3P1pk/5Q2/3p4/3P1p1P/1P3P2/P4P2/6RK w - - 1 34,f6g7
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e3
rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,d7d5
rnbqkbnr/ppp1pppp/8/3p4/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d4
rnbqkbnr/ppp1pppp/8/3p4/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 2,g8f6
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 3,g1f3
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 2 3,e7e5
rnbqkb1r/ppp2ppp/5n2/3pp3/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq - 0 4,c2c4
