fen,played_move_uci,best_move_uci,best_eval
rnbqk2r/ppp1bppp/4pn2/3p4/8/3P1NP1/PPP1PPBP/RNBQ1RK1 b kq - 0 5,e8g8,c7c5,-4
rnbq1rk1/ppp1bppp/4pn2/3p4/8/3P1NP1/PPP1PPBP/RNBQ1RK1 w - - 1 6,b1d2,c2c4,7
rnbq1rk1/ppp1bppp/4pn2/3p4/8/3P1NP1/PPPNPPBP/R1BQ1RK1 b - - 2 6,c7c5,a7a5,-6
rnbq1rk1/pp2bppp/4pn2/2pp4/8/3P1NP1/PPPNPPBP/R1BQ1RK1 w - - 0 7,b2b3,f1e1,-11
rnbq1rk1/pp2bppp/4pn2/2pp4/8/1P1P1NP1/P1PNPPBP/R1BQ1RK1 b - - 0 7,b8c6,b8c6,40
r1bq1rk1/pp2bppp/2n1pn2/2pp4/8/1P1P1NP1/P1PNPPBP/R1BQ1RK1 w - - 1 8,c1b2,e2e4,-30
r1bq1rk1/pp2bppp/2n1pn2/2pp4/8/1P1P1NP1/PBPNPPBP/R2Q1RK1 b - - 2 8,b7b5,d8c7,30
r1bq1rk1/p3bppp/2n1pn2/1ppp4/8/1P1P1NP1/PBPNPPBP/R2Q1RK1 w - - 0 9,e2e4,c2c4,-2
r1bq1rk1/p3bppp/2n1pn2/1ppp4/4P3/1P1P1NP1/PBPN1PBP/R2Q1RK1 b - - 0 9,c8b7,c8b7,7
r2q1rk1/pb2bppp/2n1pn2/1ppp4/4P3/1P1P1NP1/PBPN1PBP/R2Q1RK1 w - - 1 10,e4e5,e4d5,6
r2q1rk1/pb2bppp/2n1pn2/1pppP3/8/1P1P1NP1/PBPN1PBP/R2Q1RK1 b - - 0 10,f6d7,f6d7,48
r2q1rk1/pb1nbppp/2n1p3/1pppP3/8/1P1P1NP1/PBPN1PBP/R2Q1RK1 w - - 1 11,f1e1,h2h4,-66
r2q1rk1/pb1nbppp/2n1p3/1pppP3/8/1P1P1NP1/PBPN1PBP/R2QR1K1 b - - 2 11,a7a5,a7a5,67
r2q1rk1/1b1nbppp/2n1p3/ppppP3/8/1P1P1NP1/PBPN1PBP/R2QR1K1 w - - 0 12,h2h4,c2c4,-33
r2q1rk1/1b1nbppp/2n1p3/ppppP3/7P/1P1P1NP1/PBPN1PB1/R2QR1K1 b - - 0 12,a5a4,a5a4,106
r2q1rk1/1b1nbppp/2n1p3/1pppP3/p6P/1P1P1NP1/PBPN1PB1/R2QR1K1 w - - 0 13,a2a3,b3a4,-97
r2q1rk1/1b1nbppp/2n1p3/1pppP3/p6P/PP1P1NP1/1BPN1PB1/R2QR1K1 b - - 0 13,b5b4,a4b3,106
r2q1rk1/1b1nbppp/2n1p3/2ppP3/pp5P/PP1P1NP1/1BPN1PB1/R2QR1K1 w - - 0 14,b3a4,a3b4,-28
r2q1rk1/1b1nbppp/2n1p3/2ppP3/Pp5P/P2P1NP1/1BPN1PB1/R2QR1K1 b - - 0 14,a8a4,a8a4,52
3q1rk1/1b1nbppp/2n1p3/2ppP3/rp5P/P2P1NP1/1BPN1PB1/R2QR1K1 w - - 0 15,c2c4,c2c3,-24
3q1rk1/1b1nbppp/2n1p3/2ppP3/rpP4P/P2P1NP1/1B1N1PB1/R2QR1K1 b - c3 0 15,d7b6,d7b6,40
3q1rk1/1b2bppp/1nn1p3/2ppP3/rpP4P/P2P1NP1/1B1N1PB1/R2QR1K1 w - - 1 16,c4d5,c4d5,-13
3q1rk1/1b2bppp/1nn1p3/2pPP3/rp5P/P2P1NP1/1B1N1PB1/R2QR1K1 b - - 0 16,b6d5,d8d5,-10
3q1rk1/1b2bppp/2n1p3/2pnP3/rp5P/P2P1NP1/1B1N1PB1/R2QR1K1 w - - 0 17,d1a4,d1a4,381
3q1rk1/1b2bppp/2n1p3/2pnP3/Qp5P/P2P1NP1/1B1N1PB1/R3R1K1 b - - 0 17,d8b6,c6d4,-360
5rk1/1b2bppp/1qn1p3/2pnP3/Qp5P/P2P1NP1/1B1N1PB1/R3R1K1 w - - 1 18,d2c4,d2c4,412
5rk1/1b2bppp/1qn1p3/2pnP3/QpN4P/P2P1NP1/1B3PB1/R3R1K1 b - - 2 18,b6c7,b6d8,-389
5rk1/1bq1bppp/2n1p3/2pnP3/QpN4P/P2P1NP1/1B3PB1/R3R1K1 w - - 3 19,a4c2,a3b4,424
5rk1/1bq1bppp/2n1p3/2pnP3/1pN4P/P2P1NP1/1BQ2PB1/R3R1K1 b - - 4 19,f8a8,f8d8,-387
r5k1/1bq1bppp/2n1p3/2pnP3/1pN4P/P2P1NP1/1BQ2PB1/R3R1K1 w - - 5 20,a3b4,c2d2,427
r5k1/1bq1bppp/2n1p3/2pnP3/1PN4P/3P1NP1/1BQ2PB1/R3R1K1 b - - 0 20,a8d8,d5b4,-368
3r2k1/1bq1bppp/2n1p3/2pnP3/1PN4P/3P1NP1/1BQ2PB1/R3R1K1 w - - 1 21,b4b5,b4c5,453
3r2k1/1bq1bppp/2n1p3/1PpnP3/2N4P/3P1NP1/1BQ2PB1/R3R1K1 b - - 0 21,c6b4,c6b4,-472
3r2k1/1bq1bppp/4p3/1PpnP3/1nN4P/3P1NP1/1BQ2PB1/R3R1K1 w - - 1 22,c2e2,c2e2,492
3r2k1/1bq1bppp/4p3/1PpnP3/1nN4P/3P1NP1/1B2QPB1/R3R1K1 b - - 2 22,h7h6,d5b6,-520
3r2k1/1bq1bpp1/4p2p/1PpnP3/1nN4P/3P1NP1/1B2QPB1/R3R1K1 w - - 0 23,f3h2,e1d1,514
3r2k1/1bq1bpp1/4p2p/1PpnP3/1nN4P/3P2P1/1B2QPBN/R3R1K1 b - - 1 23,c7d7,e7h4,-426
3r2k1/1b1qbpp1/4p2p/1PpnP3/1nN4P/3P2P1/1B2QPBN/R3R1K1 w - - 2 24,g2e4,a1a7,486
3r2k1/1b1qbpp1/4p2p/1PpnP3/1nN1B2P/3P2P1/1B2QP1N/R3R1K1 b - - 3 24,d7b5,d7b5,-493
3r2k1/1b2bpp1/4p2p/1qpnP3/1nN1B2P/3P2P1/1B2QP1N/R3R1K1 w - - 0 25,h2g4,c4a3,431
3r2k1/1b2bpp1/4p2p/1qpnP3/1nN1B1NP/3P2P1/1B2QP2/R3R1K1 b - - 1 25,g8f8,d5b6,-432
3r1k2/1b2bpp1/4p2p/1qpnP3/1nN1B1NP/3P2P1/1B2QP2/R3R1K1 w - - 2 26,g4h6,a1a7,528
3r1k2/1b2bpp1/4p2N/1qpnP3/1nN1B2P/3P2P1/1B2QP2/R3R1K1 b - - 0 26,g7h6,d5f4,-383
3r1k2/1b2bp2/4p2p/1qpnP3/1nN1B2P/3P2P1/1B2QP2/R3R1K1 w - - 0 27,e2h5,e2d2,412
3r1k2/1b2bp2/4p2p/1qpnP2Q/1nN1B2P/3P2P1/1B3P2/R3R1K1 b - - 1 27,f8e8,b4c2,-373
3rk3/1b2bp2/4p2p/1qpnP2Q/1nN1B2P/3P2P1/1B3P2/R3R1K1 w - - 2 28,h5h6,a1a7,462
3rk3/1b2bp2/4p2Q/1qpnP3/1nN1B2P/3P2P1/1B3P2/R3R1K1 b - - 0 28,e7f8,b4c2,-404
3rkb2/1b3p2/4p2Q/1qpnP3/1nN1B2P/3P2P1/1B3P2/R3R1K1 w - - 1 29,h6h8,h6d2,448
3rkb1Q/1b3p2/4p3/1qpnP3/1nN1B2P/3P2P1/1B3P2/R3R1K1 b - - 2 29,b4c2,d5f4,-408
3rkb1Q/1b3p2/4p3/1qpnP3/2N1B2P/3P2P1/1Bn2P2/R3R1K1 w - - 3 30,c4d6,c4d6,508
3rkb1Q/1b3p2/3Np3/1qpnP3/4B2P/3P2P1/1Bn2P2/R3R1K1 b - - 4 30,d8d6,d8d6,-554
4kb1Q/1b3p2/3rp3/1qpnP3/4B2P/3P2P1/1Bn2P2/R3R1K1 w - - 0 31,e5d6,e5d6,532
4kb1Q/1b3p2/3Pp3/1qpn4/4B2P/3P2P1/1Bn2P2/R3R1K1 b - - 0 31,c2e1,f7f5,-562
4kb1Q/1b3p2/3Pp3/1qpn4/4B2P/3P2P1/1B3P2/R3n1K1 w - - 0 32,b2g7,b2g7,597
4kb1Q/1b3pB1/3Pp3/1qpn4/4B2P/3P2P1/5P2/R3n1K1 b - - 1 32,e8d7,e8d7,-596
5b1Q/1b1k1pB1/3Pp3/1qpn4/4B2P/3P2P1/5P2/R3n1K1 w - - 2 33,h8f8,h8f8,618
5Q2/1b1k1pB1/3Pp3/1qpn4/4B2P/3P2P1/5P2/R3n1K1 b - - 0 33,e1d3,e1d3,-608
5Q2/1b1k1pB1/3Pp3/1qpn4/4B2P/3n2P1/5P2/R5K1 w - - 0 34,f8f7,e4g2,607
8/1b1k1QB1/3Pp3/1qpn4/4B2P/3n2P1/5P2/R5K1 b - - 0 34,d7d6,d7d6,-594
8/1b3QB1/3kp3/1qpn4/4B2P/3n2P1/5P2/R5K1 w - - 0 35,e4d5,f7f3,566
8/1b3QB1/3kp3/1qpB4/7P/3n2P1/5P2/R5K1 b - - 0 35,b7d5,b7d5,-451
8/5QB1/3kp3/1qpb4/7P/3n2P1/5P2/R5K1 w - - 0 36,a1a7,g7f6,453
8/R4QB1/3kp3/1qpb4/7P/3n2P1/5P2/6K1 b - - 1 36,b5b1,b5b1,99998
8/R4QB1/3kp3/2pb4/7P/3n2P1/5P2/1q4K1 w - - 2 37,g1h2,g1h2,-99999
8/R4QB1/3kp3/2pb4/7P/3n2P1/5P1K/1q6 b - - 3 37,b1h1,b1h1,99999
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,e2e4,25
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,e7e6,g8f6,-24
rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,c2c4,e2e4,56
rnbqkbnr/pppp1ppp/4p3/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,g8f6,g8f6,-21
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3,b1c3,g1f3,16
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,c7c5,d7d5,-19
rnbqkb1r/pp1p1ppp/4pn2/2p5/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,d4d5,d4d5,84
rnbqkb1r/pp1p1ppp/4pn2/2pP4/2P5/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 4,e6d5,e6d5,-103
rnbqkb1r/pp1p1ppp/5n2/2pp4/2P5/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5,c4d5,c4d5,105
rnbqkb1r/pp1p1ppp/5n2/2pP4/8/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 5,d7d6,d7d6,-99
rnbqkb1r/pp3ppp/3p1n2/2pP4/8/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 6,e2e4,e2e4,82
rnbqkb1r/pp3ppp/3p1n2/2pP4/4P3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 6,g7g6,g7g6,-99
rnbqkb1r/pp3p1p/3p1np1/2pP4/4P3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 7,g1e2,h2h3,103
rnbqkb1r/pp3p1p/3p1np1/2pP4/4P3/2N5/PP2NPPP/R1BQKB1R b KQkq - 1 7,f8g7,b8d7,-50
rnbqk2r/pp3pbp/3p1np1/2pP4/4P3/2N5/PP2NPPP/R1BQKB1R w KQkq - 2 8,e2g3,e2g3,52
rnbqk2r/pp3pbp/3p1np1/2pP4/4P3/2N3N1/PP3PPP/R1BQKB1R b KQkq - 3 8,e8g8,a7a6,-68
rnbq1rk1/pp3pbp/3p1np1/2pP4/4P3/2N3N1/PP3PPP/R1BQKB1R w KQ - 4 9,f1e2,a2a4,63
rnbq1rk1/pp3pbp/3p1np1/2pP4/4P3/2N3N1/PP2BPPP/R1BQK2R b KQ - 5 9,f8e8,b8d7,-68
rnbqr1k1/pp3pbp/3p1np1/2pP4/4P3/2N3N1/PP2BPPP/R1BQK2R w KQ - 6 10,e1g1,e1g1,78
rnbqr1k1/pp3pbp/3p1np1/2pP4/4P3/2N3N1/PP2BPPP/R1BQ1RK1 b - - 7 10,b7b5,a7a6,-71
rnbqr1k1/p4pbp/3p1np1/1ppP4/4P3/2N3N1/PP2BPPP/R1BQ1RK1 w - - 0 11,e2b5,e2b5,171
rnbqr1k1/p4pbp/3p1np1/1BpP4/4P3/2N3N1/PP3PPP/R1BQ1RK1 b - - 0 11,c8d7,b8d7,-180
rn1qr1k1/p2b1pbp/3p1np1/1BpP4/4P3/2N3N1/PP3PPP/R1BQ1RK1 w - - 1 12,b5e2,b5d3,154
rn1qr1k1/p2b1pbp/3p1np1/2pP4/4P3/2N3N1/PP2BPPP/R1BQ1RK1 b - - 2 12,h7h5,d7c8,-149
rn1qr1k1/p2b1pb1/3p1np1/2pP3p/4P3/2N3N1/PP2BPPP/R1BQ1RK1 w - - 0 13,c1g5,c1g5,152
rn1qr1k1/p2b1pb1/3p1np1/2pP2Bp/4P3/2N3N1/PP2BPPP/R2Q1RK1 b - - 1 13,h5h4,d8b6,-149
rn1qr1k1/p2b1pb1/3p1np1/2pP2B1/4P2p/2N3N1/PP2BPPP/R2Q1RK1 w - - 0 14,g5h4,g5h4,302
rn1qr1k1/p2b1pb1/3p1np1/2pP4/4P2B/2N3N1/PP2BPPP/R2Q1RK1 b - - 0 14,d8c7,d7c8,-279
rn2r1k1/p1qb1pb1/3p1np1/2pP4/4P2B/2N3N1/PP2BPPP/R2Q1RK1 w - - 1 15,d1d2,f2f4,342
rn2r1k1/p1qb1pb1/3p1np1/2pP4/4P2B/2N3N1/PP1QBPPP/R4RK1 b - - 2 15,b8a6,c7b6,-328
r3r1k1/p1qb1pb1/n2p1np1/2pP4/4P2B/2N3N1/PP1QBPPP/R4RK1 w - - 3 16,f2f4,e2a6,436
r3r1k1/p1qb1pb1/n2p1np1/2pP4/4PP1B/2N3N1/PP1QB1PP/R4RK1 b - - 0 16,a6b4,c5c4,-313
r3r1k1/p1qb1pb1/3p1np1/2pP4/1n2PP1B/2N3N1/PP1QB1PP/R4RK1 w - - 1 17,e4e5,h4f6,423
r3r1k1/p1qb1pb1/3p1np1/2pPP3/1n3P1B/2N3N1/PP1QB1PP/R4RK1 b - - 0 17,d6e5,f6d5,-303
r3r1k1/p1qb1pb1/5np1/2pPp3/1n3P1B/2N3N1/PP1QB1PP/R4RK1 w - - 0 18,d5d6,f4f5,395
r3r1k1/p1qb1pb1/3P1np1/2p1p3/1n3P1B/2N3N1/PP1QB1PP/R4RK1 b - - 0 18,c7b7,c7b6,-340
r3r1k1/pq1b1pb1/3P1np1/2p1p3/1n3P1B/2N3N1/PP1QB1PP/R4RK1 w - - 1 19,f4f5,h4f6,469
r3r1k1/pq1b1pb1/3P1np1/2p1pP2/1n5B/2N3N1/PP1QB1PP/R4RK1 b - - 0 19,g6f5,b4d5,-374
r3r1k1/pq1b1pb1/3P1n2/2p1pp2/1n5B/2N3N1/PP1QB1PP/R4RK1 w - - 0 20,g3f5,h4f6,414
r3r1k1/pq1b1pb1/3P1n2/2p1pN2/1n5B/2N5/PP1QB1PP/R4RK1 b - - 0 20,d7f5,d7f5,-361
r3r1k1/pq3pb1/3P1n2/2p1pb2/1n5B/2N5/PP1QB1PP/R4RK1 w - - 0 21,f1f5,h4f6,407
r3r1k1/pq3pb1/3P1n2/2p1pR2/1n5B/2N5/PP1QB1PP/R5K1 b - - 0 21,f6d7,f6e4,-324
r3r1k1/pq1n1pb1/3P4/2p1pR2/1n5B/2N5/PP1QB1PP/R5K1 w - - 1 22,e2c4,e2c4,574
r3r1k1/pq1n1pb1/3P4/2p1pR2/1nB4B/2N5/PP1Q2PP/R5K1 b - - 2 22,e5e4,d7b6,-616
r3r1k1/pq1n1pb1/3P4/2p2R2/1nB1p2B/2N5/PP1Q2PP/R5K1 w - - 0 23,c4f7,c4f7,965
r3r1k1/pq1n1Bb1/3P4/2p2R2/1n2p2B/2N5/PP1Q2PP/R5K1 b - - 0 23,g8f8,g8f8,-835
r3rk2/pq1n1Bb1/3P4/2p2R2/1n2p2B/2N5/PP1Q2PP/R5K1 w - - 1 24,f7d5,f7c4,903
r3rk2/pq1n2b1/3P4/2pB1R2/1n2p2B/2N5/PP1Q2PP/R5K1 b - - 2 24,d7f6,d7f6,-742
r3rk2/pq4b1/3P1n2/2pB1R2/1n2p2B/2N5/PP1Q2PP/R5K1 w - - 3 25,d5b7,d5b7,768
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,e2e4,30
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e6,c7c5,-23
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d4,d2d4,55
rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,d7d5,d7d5,-45
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,e4e5,e4e5,32
rnbqkbnr/ppp2ppp/4p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,c7c6,c7c5,-12
rnbqkbnr/pp3ppp/2p1p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,c2c3,f1d3,68
rnbqkbnr/pp3ppp/2p1p3/3pP3/3P4/2P5/PP3PPP/RNBQKBNR b KQkq - 0 4,c6c5,c6c5,-82
rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/2P5/PP3PPP/RNBQKBNR w KQkq - 0 5,g1f3,f1d3,82
rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/2P2N2/PP3PPP/RNBQKB1R b KQkq - 1 5,c5d4,c8d7,-73
rnbqkbnr/pp3ppp/4p3/3pP3/3p4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 0 6,f1d3,c3d4,124
rnbqkbnr/pp3ppp/4p3/3pP3/3p4/2PB1N2/PP3PPP/RNBQK2R b KQkq - 1 6,b8c6,d4c3,8
r1bqkbnr/pp3ppp/2n1p3/3pP3/3p4/2PB1N2/PP3PPP/RNBQK2R w KQkq - 2 7,c3d4,c3d4,106
r1bqkbnr/pp3ppp/2n1p3/3pP3/3P4/3B1N2/PP3PPP/RNBQK2R b KQkq - 0 7,d8b6,g8e7,-95
r1b1kbnr/pp3ppp/1qn1p3/3pP3/3P4/3B1N2/PP3PPP/RNBQK2R w KQkq - 1 8,e1g1,b1c3,107
r1b1kbnr/pp3ppp/1qn1p3/3pP3/3P4/3B1N2/PP3PPP/RNBQ1RK1 b kq - 2 8,c8d7,c8d7,-119
r3kbnr/pp1b1ppp/1qn1p3/3pP3/3P4/3B1N2/PP3PPP/RNBQ1RK1 w kq - 3 9,b1c3,b1c3,140
r3kbnr/pp1b1ppp/1qn1p3/3pP3/3P4/2NB1N2/PP3PPP/R1BQ1RK1 b kq - 4 9,c6d4,c6b4,-137
r3kbnr/pp1b1ppp/1q2p3/3pP3/3n4/2NB1N2/PP3PPP/R1BQ1RK1 w kq - 0 10,f3d4,f3d4,210
r3kbnr/pp1b1ppp/1q2p3/3pP3/3N4/2NB4/PP3PPP/R1BQ1RK1 b kq - 0 10,b6d4,b6d4,-200
r3kbnr/pp1b1ppp/4p3/3pP3/3q4/2NB4/PP3PPP/R1BQ1RK1 w kq - 0 11,c3b5,c3b5,201
r3kbnr/pp1b1ppp/4p3/1N1pP3/3q4/3B4/PP3PPP/R1BQ1RK1 b kq - 1 11,d4e5,d4e5,-198
r3kbnr/pp1b1ppp/4p3/1N1pq3/8/3B4/PP3PPP/R1BQ1RK1 w kq - 0 12,f1e1,f1e1,199
r3kbnr/pp1b1ppp/4p3/1N1pq3/8/3B4/PP3PPP/R1BQR1K1 b kq - 1 12,e5b8,e5b8,-179
rq2kbnr/pp1b1ppp/4p3/1N1p4/8/3B4/PP3PPP/R1BQR1K1 w kq - 2 13,d1f3,d1f3,196
rq2kbnr/pp1b1ppp/4p3/1N1p4/8/3B1Q2/PP3PPP/R1B1R1K1 b kq - 3 13,b8d8,f8e7,-187
r2qkbnr/pp1b1ppp/4p3/1N1p4/8/3B1Q2/PP3PPP/R1B1R1K1 w kq - 4 14,c1f4,c1f4,203
r2qkbnr/pp1b1ppp/4p3/1N1p4/5B2/3B1Q2/PP3PPP/R3R1K1 b kq - 5 14,a8c8,a8c8,-198
2rqkbnr/pp1b1ppp/4p3/1N1p4/5B2/3B1Q2/PP3PPP/R3R1K1 w k - 6 15,f3d5,f3g3,193
2rqkbnr/pp1b1ppp/4p3/1N1Q4/5B2/3B4/PP3PPP/R3R1K1 b k - 0 15,g8f6,a7a6,-126
2rqkb1r/pp1b1ppp/4pn2/1N1Q4/5B2/3B4/PP3PPP/R3R1K1 w k - 1 16,d5b7,d5b7,191
2rqkb1r/pQ1b1ppp/4pn2/1N6/5B2/3B4/PP3PPP/R3R1K1 b k - 0 16,f8e7,d8b6,-193
2rqk2r/pQ1bbppp/4pn2/1N6/5B2/3B4/PP3PPP/R3R1K1 w k - 1 17,b5d6,f4c7,431
2rqk2r/pQ1bbppp/3Npn2/8/5B2/3B4/PP3PPP/R3R1K1 b k - 2 17,e7d6,e7d6,-134
2rqk2r/pQ1b1ppp/3bpn2/8/5B2/3B4/PP3PPP/R3R1K1 w k - 0 18,f4d6,f4d6,165
2rqk2r/pQ1b1ppp/3Bpn2/8/8/3B4/PP3PPP/R3R1K1 b k - 0 18,d7c6,d8b6,-169
2rqk2r/pQ3ppp/2bBpn2/8/8/3B4/PP3PPP/R3R1K1 w k - 1 19,d3b5,b7a6,342
2rqk2r/pQ3ppp/2bBpn2/1B6/8/8/PP3PPP/R3R1K1 b k - 2 19,c6b5,d8d7,-59
2rqk2r/pQ3ppp/3Bpn2/1b6/8/8/PP3PPP/R3R1K1 w k - 0 20,b7b5,b7b5,295
2rqk2r/p4ppp/3Bpn2/1Q6/8/8/PP3PPP/R3R1K1 b k - 0 20,d8d7,d8d7,-320
2r1k2r/p2q1ppp/3Bpn2/1Q6/8/8/PP3PPP/R3R1K1 w k - 1 21,b5d7,b5e5,297
2r1k2r/p2Q1ppp/3Bpn2/8/8/8/PP3PPP/R3R1K1 b k - 0 21,f6d7,e8d7,-24
2r1k2r/p2n1ppp/3Bp3/8/8/8/PP3PPP/R3R1K1 w k - 0 22,d6a3,a1c1,95
2r1k2r/p2n1ppp/4p3/8/8/B7/PP3PPP/R3R1K1 b k - 1 22,d7b6,d7b6,-78
2r1k2r/p4ppp/1n2p3/8/8/B7/PP3PPP/R3R1K1 w k - 2 23,a1d1,a1d1,44
2r1k2r/p4ppp/1n2p3/8/8/B7/PP3PPP/3RR1K1 b k - 3 23,f7f6,c8c6,-25
2r1k2r/p5pp/1n2pp2/8/8/B7/PP3PPP/3RR1K1 w k - 0 24,f2f4,e1e6,246
2r1k2r/p5pp/1n2pp2/8/5P2/B7/PP4PP/3RR1K1 b k - 0 24,e8f7,e8f7,10
2r4r/p4kpp/1n2pp2/8/5P2/B7/PP4PP/3RR1K1 w - - 1 25,f4f5,d1d6,-11
2r4r/p4kpp/1n2pp2/5P2/8/B7/PP4PP/3RR1K1 b - - 0 25,e6f5,e6f5,62
2r4r/p4kpp/1n3p2/5p2/8/B7/PP4PP/3RR1K1 w - - 0 26,a3b4,e1e7,-55
2r4r/p4kpp/1n3p2/5p2/1B6/8/PP4PP/3RR1K1 b - - 1 26,h8e8,c8c7,83
2r1r3/p4kpp/1n3p2/5p2/1B6/8/PP4PP/3RR1K1 w - - 2 27,b4c3,e1e8,-47
2r1r3/p4kpp/1n3p2/5p2/8/2B5/PP4PP/3RR1K1 b - - 3 27,e8e1,e8e1,156
2r5/p4kpp/1n3p2/5p2/8/2B5/PP4PP/3Rr1K1 w - - 0 28,d1e1,c3e1,-140
2r5/p4kpp/1n3p2/5p2/8/2B5/PP4PP/4R1K1 b - - 0 28,b6d5,b6d5,184
2r5/p4kpp/5p2/3n1p2/8/2B5/PP4PP/4R1K1 w - - 1 29,e1f1,e1d1,-235
2r5/p4kpp/5p2/3n1p2/8/2B5/PP4PP/5RK1 b - - 2 29,d5c3,d5c3,308
2r5/p4kpp/5p2/5p2/8/2n5/PP4PP/5RK1 w - - 0 30,b2c3,b2c3,-280
2r5/p4kpp/5p2/5p2/8/2P5/P5PP/5RK1 b - - 0 30,c8c3,c8c3,275
8/p4kpp/5p2/5p2/8/2r5/P5PP/5RK1 w - - 0 31,g2g4,f1f5,-282
8/p4kpp/5p2/5p2/6P1/2r5/P6P/5RK1 b - - 0 31,f5g4,f5g4,566
8/p4kpp/5p2/8/6p1/2r5/P6P/5RK1 w - - 0 32,f1f2,g1h1,-534
8/p4kpp/5p2/8/6p1/2r5/P4R1P/6K1 b - - 1 32,h7h5,f7g6,562
8/p4kp1/5p2/7p/6p1/2r5/P4R1P/6K1 w - - 0 33,g1g2,f2f5,-524
8/p4kp1/5p2/7p/6p1/2r5/P4RKP/8 b - - 1 33,f7g6,c3a3,572
8/p5p1/5pk1/7p/6p1/2r5/P4RKP/8 w - - 2 34,f2d2,g2g1,-549
8/p5p1/5pk1/7p/6p1/2r5/P2R2KP/8 b - - 3 34,g6g5,c3a3,574
8/p5p1/5p2/6kp/6p1/2r5/P2R2KP/8 w - - 4 35,d2d8,d2d5,-491
3R4/p5p1/5p2/6kp/6p1/2r5/P5KP/8 b - - 5 35,g7g6,c3a3,584
3R4/p7/5pp1/6kp/6p1/2r5/P5KP/8 w - - 0 36,d8b8,a2a4,-533
1R6/p7/5pp1/6kp/6p1/2r5/P5KP/8 b - - 1 36,f6f5,c3c2,587
1R6/p7/6p1/5pkp/6p1/2r5/P5KP/8 w - - 0 37,h2h4,b8g8,-565
1R6/p7/6p1/5pkp/6pP/2r5/P5K1/8 b - h3 0 37,g5h4,g5h4,628
1R6/p7/6p1/5p1p/6pk/2r5/P5K1/8 w - - 0 38,b8b3,b8a8,-618
8/p7/6p1/5p1p/6pk/1Rr5/P5K1/8 b - - 1 38,c3b3,c3b3,705
8/p7/6p1/5p1p/6pk/1r6/P5K1/8 w - - 0 39,a2b3,a2b3,-764
8/p7/6p1/5p1p/6pk/1P6/6K1/8 b - - 0 39,f5f4,f5f4,848
8/p7/6p1/7p/5ppk/1P6/6K1/8 w - - 0 40,b3b4,b3b4,-859
8/p7/6p1/7p/1P3ppk/8/6K1/8 b - - 0 40,f4f3,f4f3,876
8/p7/6p1/7p/1P4pk/5p2/6K1/8 w - - 0 41,g2f2,g2f2,-857
8/p7/6p1/7p/1P4pk/5p2/5K2/8 b - - 1 41,h4h3,g4g3,902
8/p7/6p1/7p/1P4p1/5p1k/5K2/8 w - - 2 42,b4b5,b4b5,-872
8/p7/6p1/1P5p/6p1/5p1k/5K2/8 b - - 0 42,g4g3,g4g3,904
8/p7/6p1/1P5p/8/5ppk/5K2/8 w - - 0 43,f2f3,f2f3,-905
8/p7/6p1/1P5p/8/5Kpk/8/8 b - - 0 43,g3g2,g3g2,913
8/p7/6p1/1P5p/8/5K1k/6p1/8 w - - 0 44,b5b6,f3e4,-930
8/p7/1P4p1/7p/8/5K1k/6p1/8 b - - 0 44,g2g1q,a7b6,909
8/p7/1P4p1/7p/8/5K1k/8/6q1 w - - 0 45,b6b7,b6a7,-899
8/pP6/6p1/7p/8/5K1k/8/6q1 b - - 0 45,g1g2,g1h1,961
8/pP6/6p1/7p/8/5K1k/6q1/8 w - - 1 46,f3f4,f3e3,-962
